Location ISO Code,Location,City or Regency,Province,Total Regencies,Total Cities,Total Districts
ID-RI,Riau,,Riau,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-RI,Riau,,Riau,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
IDN,Indonesia,,,,,
IDN,Indonesia,,,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-BT,Banten,,Banten,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
IDN,Indonesia,,,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
IDN,Indonesia,,,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
IDN,Indonesia,,,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
IDN,Indonesia,,,,,
ID-RI,Riau,,Riau,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-LA,Lampung,,Lampung,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-RI,Riau,,Riau,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-BA,Bali,,Bali,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-RI,Riau,,Riau,,,
IDN,Indonesia,,,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-RI,Riau,,Riau,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-BA,Bali,,Bali,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-LA,Lampung,,Lampung,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-BA,Bali,,Bali,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BT,Banten,,Banten,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-PA,Papua,,Papua,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BT,Banten,,Banten,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-RI,Riau,,Riau,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-BT,Banten,,Banten,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-BA,Bali,,Bali,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-MA,Maluku,,Maluku,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
IDN,Indonesia,,,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
IDN,Indonesia,,,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-RI,Riau,,Riau,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-BA,Bali,,Bali,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-NT,Nusa Tenggara Timur,,Nusa Tenggara Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
IDN,Indonesia,,,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-RI,Riau,,Riau,,,
ID-BT,Banten,,Banten,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-BT,Banten,,Banten,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-BT,Banten,,Banten,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-BA,Bali,,Bali,,,
ID-BA,Bali,,Bali,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-RI,Riau,,Riau,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-BT,Banten,,Banten,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-RI,Riau,,Riau,,,
ID-BA,Bali,,Bali,,,
ID-BT,Banten,,Banten,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BT,Banten,,Banten,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
IDN,Indonesia,,,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-PA,Papua,,Papua,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-BT,Banten,,Banten,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-LA,Lampung,,Lampung,,,
ID-RI,Riau,,Riau,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-BT,Banten,,Banten,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-BA,Bali,,Bali,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-RI,Riau,,Riau,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
IDN,Indonesia,,,,,
ID-BT,Banten,,Banten,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-BT,Banten,,Banten,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-BA,Bali,,Bali,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-BA,Bali,,Bali,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-BA,Bali,,Bali,,,
ID-RI,Riau,,Riau,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-BA,Bali,,Bali,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-BA,Bali,,Bali,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-RI,Riau,,Riau,,,
ID-LA,Lampung,,Lampung,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-BA,Bali,,Bali,,,
ID-BA,Bali,,Bali,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-MA,Maluku,,Maluku,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-BT,Banten,,Banten,,,
ID-BT,Banten,,Banten,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-BT,Banten,,Banten,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-BT,Banten,,Banten,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-SU,Sumatera Utara,,Sumatera Utara,,,
ID-BT,Banten,,Banten,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-RI,Riau,,Riau,,,
IDN,Indonesia,,,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-SS,Sumatera Selatan,,Sumatera Selatan,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-KT,Kalimantan Tengah,,Kalimantan Tengah,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-RI,Riau,,Riau,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-SN,Sulawesi Selatan,,Sulawesi Selatan,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-KR,Kepulauan Riau,,Kepulauan Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-AC,Aceh,,Aceh,,,
ID-BT,Banten,,Banten,,,
ID-JK,DKI Jakarta,,DKI Jakarta,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BA,Bali,,Bali,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
IDN,Indonesia,,,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-SB,Sumatera Barat,,Sumatera Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-KS,Kalimantan Selatan,,Kalimantan Selatan,,,
ID-BT,Banten,,Banten,,,
ID-JT,Jawa Tengah,,Jawa Tengah,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BT,Banten,,Banten,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-KB,Kalimantan Barat,,Kalimantan Barat,,,
ID-RI,Riau,,Riau,,,
ID-BA,Bali,,Bali,,,
ID-RI,Riau,,Riau,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-RI,Riau,,Riau,,,
ID-JB,Jawa Barat,,Jawa Barat,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
ID-BB,Kepulauan Bangka Belitung,,Kepulauan Bangka Belitung,,,
ID-PB,Papua Barat,,Papua Barat,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-YO,Daerah Istimewa Yogyakarta,,Daerah Istimewa Yogyakarta,,,
ID-BT,Banten,,Banten,,,
ID-KI,Kalimantan Timur,,Kalimantan Timur,,,
ID-JI,Jawa Timur,,Jawa Timur,,,
